des_scom;des_eve;des_vin;famiglia_matrice;esito_matrice;mapping_esito;motivo_mapping;righe;ticket_unici;concessionari;esempio_evento_descrizione
RIS.ESATTO MULTIPLO 4;0-0 1-1 0-1 1-0;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;DOMUSBET;CALCIO | ITALIA - I DIVISIONE | Bologna - Lazio | RIS.ESATTO MULTIPLO 4 | 0-0 1-1 0-1 1-0
RIS.ESATTO MULTIPLO 5;1-3 2-3 1-4 2-4;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;STANLEYBET;CALCIO | GARA AMICHEVOLE | Anversa - Olympiakos | RIS.ESATTO MULTIPLO 5 | 1-3 2-3 1-4 2-4
RIS.ESATTO MULTIPLO INFO1°SET;6-3 O 6-4;;;;NON_MAPPATO;famiglia non riconosciuta;2;1;ADMIRAL;TENNIS | TORNEO DI KITZBUHEL | Bublik, Alexander - Etcheverry, Tomas Martin | RIS.ESATTO MULTIPLO INFO1°SET | 6-3 O 6-4
RISULTATO ESATTO 50 ESITI;0-5;;Risultato Esatto;;NON_MAPPATO;etichetta non riconosciuta per famiglia Risultato Esatto;2;2;ADMIRAL;CALCIO | ISLANDA - II DIVISIONE | Volsungur - Grindavik | RISULTATO ESATTO 50 ESITI | 0-5
RISULTATO ESATTO 50 ESITI;1-5;;Risultato Esatto;;NON_MAPPATO;etichetta non riconosciuta per famiglia Risultato Esatto;2;2;ADMIRAL;CALCIO | ISLANDA - II DIVISIONE | Volsungur - Grindavik | RISULTATO ESATTO 50 ESITI | 1-5
RISULTATO ESATTO 50 ESITI;2-5;;Risultato Esatto;;NON_MAPPATO;etichetta non riconosciuta per famiglia Risultato Esatto;2;2;ADMIRAL;CALCIO | ISLANDA - II DIVISIONE | Volsungur - Grindavik | RISULTATO ESATTO 50 ESITI | 2-5
RISULTATO ESATTO 50 ESITI;5-0;;Risultato Esatto;;NON_MAPPATO;etichetta non riconosciuta per famiglia Risultato Esatto;2;2;ADMIRAL;CALCIO | ISLANDA - II DIVISIONE | Njardvik - Kopavogur | RISULTATO ESATTO 50 ESITI | 5-0
RISULTATO ESATTO 50 ESITI;6-0;;Risultato Esatto;;NON_MAPPATO;etichetta non riconosciuta per famiglia Risultato Esatto;2;2;ADMIRAL;CALCIO | ISLANDA - II DIVISIONE | Njardvik - Kopavogur | RISULTATO ESATTO 50 ESITI | 6-0
RISULTATO ESATTO 50 ESITI;6-1;;Risultato Esatto;;NON_MAPPATO;etichetta non riconosciuta per famiglia Risultato Esatto;2;2;ADMIRAL;CALCIO | ISLANDA - II DIVISIONE | Njardvik - Kopavogur | RISULTATO ESATTO 50 ESITI | 6-1
RISULTATO ESATTO 50 ESITI;6-2;;Risultato Esatto;;NON_MAPPATO;etichetta non riconosciuta per famiglia Risultato Esatto;2;2;ADMIRAL;CALCIO | ISLANDA - II DIVISIONE | Njardvik - Kopavogur | RISULTATO ESATTO 50 ESITI | 6-2
RISULTATO ESATTO 50 ESITI;6-3;;Risultato Esatto;;NON_MAPPATO;etichetta non riconosciuta per famiglia Risultato Esatto;2;2;ADMIRAL;CALCIO | ISLANDA - II DIVISIONE | Njardvik - Kopavogur | RISULTATO ESATTO 50 ESITI | 6-3
SCUDERIA DEL VINCENTE;Mclaren;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;ADMIRAL, WILLIAMHILL;AUTOMOBILISMO | MONDO - CAMPIONATO FORMULA 1 | GP Hungaroring GARA | SCUDERIA DEL VINCENTE | Mclaren
SCUDERIA DEL VINCENTE;Mercedes;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;STARCASINO, WILLIAMHILL;AUTOMOBILISMO | MONDO - CAMPIONATO FORMULA 1 | GP Hungaroring GARA | SCUDERIA DEL VINCENTE | Mercedes
SCUDERIA DEL VINCENTE;Red Bull Racing;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;360BET, ADMIRAL;AUTOMOBILISMO | MONDO - CAMPIONATO FORMULA 1 | GP Hungaroring GARA | SCUDERIA DEL VINCENTE | Red Bull Racing
SET BETTING;3-0;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;MARATHON, WILLIAMHILL;VOLLEY | AMERICA - GIOCHI SUDAMERICANI F. | Brasile - Cile | SET BETTING | 3-0
SET BETTING;3-1;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;STARCASINO;VOLLEY | MONDO - NATIONS LEAGUE F. | Brasile - Italia | SET BETTING | 3-1
SET BETTING A 3;1-2;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;ADMIRAL;TENNIS | ITF BRASILE | Julia Riera v Nauhany Vitoria Leme Da Silva | SET BETTING A 3 | 1-2
SET BETTING A 5;2-3;;;;NON_MAPPATO;famiglia non riconosciuta;2;1;ADMIRAL;VOLLEY | MONDO - NATIONS LEAGUE F. | Brasile - Italia | SET BETTING A 5 | 2-3
SET INFO1 - GAME INFO2 - RIS. ESATTO;G1 Vince a 40;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;WILLIAMHILL;TENNIS | TORNEO DI ESTORIL | Rublev, Andrey - van Assche, Luca | SET INFO1 - GAME INFO2 - RIS. ESATTO | G1 Vince a 40
SET INFO2 - T/T HANDICAP INFO1 GAMES;1;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;MARATHON, STARCASINO;TENNIS | TORNEO DI ESTORIL | Rublev, Andrey - van Assche, Luca | SET INFO2 - T/T HANDICAP INFO1 GAMES | 1
SOMMA GOAL CASA;0;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;MARATHON;CALCIO | REP. CECA- I DIVISIONE | FC Zlin - Banik Ostrava | SOMMA GOAL CASA | 0
SOMMA GOAL OSPITE;0;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;MARATHON;CALCIO | AUSTRALIA - II DIVISIONE F | Fremantle City FC - Subiaco AFC | SOMMA GOAL OSPITE | 0
SQ INFO1 VINCE O IN VANTAGGIO DI INFO2 GOAL;SI;;;;NON_MAPPATO;famiglia non riconosciuta;2;1;TOTOSI;CALCIO | GERMANIA - I DIVISIONE | Bayern Monaco - Stoccarda | SQ INFO1 VINCE O IN VANTAGGIO DI INFO2 GOAL | SI
SQUADRA VINCE ENTRAMBI I TEMPI;Si;;;;NON_MAPPATO;famiglia non riconosciuta;2;1;STARCASINO;CALCIO | AUSTRIA - COPPA | Leoben - Voitsberg | SQUADRA VINCE ENTRAMBI I TEMPI | Si
SUPPL. SI/NO;SI;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;ADMIRAL;CALCIO | MONDO - MONDIALI | Spagna - Argentina | SUPPL. SI/NO | SI
T/T + U/O;2+UNDER[N];;;;NON_MAPPATO;famiglia non riconosciuta;2;1;MARATHON;TENNIS | TORNEO DI PRAGA | Salkova, Dominika - Krejcikova, Barbora | T/T + U/O | 2+UNDER[N]
T/T + U/O INFO1;1+Ov;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;BBET;TENNIS | CHALLENGER DI CANADA | Noguchi, Rio - Broom, Charles | T/T + U/O INFO1 | 1+Ov
T/T + U/O INFO1;2+Ov;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;BBET;TENNIS | CHALLENGER DI FINLANDIA | Squire, Henri - Virtanen, Otto | T/T + U/O INFO1 | 2+Ov
T/T + U/O INFO1 GAMES;1+Ov;;;;NON_MAPPATO;famiglia non riconosciuta;2;1;DOMUSBET;TENNIS | CHALLENGER DI USA | Zheng, Michael - Walton, Adam | T/T + U/O INFO1 GAMES | 1+Ov
T/T + U/O INFO1 GAMES;1+Un;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;DOMUSBET;TENNIS | TORNEO DEL PORTOGALLO | Rublev, Andrey - van Assche, Luca | T/T + U/O INFO1 GAMES | 1+Un
T/T 1° SET+U/O 1° SET;2 + UNDER;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;STANLEYBET;TENNIS | TORNEO DI AMBURGO | Korpatsch, Tamara - Kalinina, Anhelina | T/T 1° SET+U/O 1° SET | 2 + UNDER
T/T GAME NEL SET;2;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;BBET;TENNIS | TORNEO DI BOGOTA | Bassols Ribera, Marina - Herrero Linana, Alicia | T/T GAME NEL SET | 2
T/T INFO1° SET (ESCLUSO RITIRO);2;;;;NON_MAPPATO;famiglia non riconosciuta;2;1;ADMIRAL;TENNIS | CHALLENGER DI ITALIA | Kabbaj, Yasmine - Bronzetti, Lucia | T/T INFO1° SET (ESCLUSO RITIRO) | 2
T/T LEG INFO1 SET INFO2;GIOCATORE 1;;;;NON_MAPPATO;famiglia non riconosciuta;2;1;STARCASINO;FRECCETTE | MONDO - MODUS ICONS OF DARTS LEAGUE | Tweddell, Jack - Self, Archie | T/T LEG INFO1 SET INFO2 | GIOCATORE 1
T/T MATCH;1;;;;NON_MAPPATO;famiglia non riconosciuta;2;1;ADMIRAL;SNOOKER | INGHILTERRA - ENGLISH OPEN | Carter, Ali - Carrington, Stuart | T/T MATCH | 1
T/T SET;2;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;WILLIAMHILL;VOLLEY | VIETNAM - I DIVISIONE F. | Quang Ninh - Hai Phong | T/T SET | 2
T/T+ U/O INFO1 GAME;2+OV;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;ADMIRAL;TENNIS | TORNEO DI AMBURGO | Sherif Ahmed Abdelaziz, Maiar - Badosa, Paula | T/T+ U/O INFO1 GAME | 2+OV
TEMPI SUPPLEMENTARI;SI;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;BBET, DOMUSBET;BASKET | AUSTRALIA - NBL1 | Joondalup Wolves - Mandurah Magic | TEMPI SUPPLEMENTARI | SI
TESTA/TESTA SET INFO1;2;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;WILLIAMHILL;TENNIS TAVOLO | UCRAINA - TT CUP | Masternak, Jan - Stepien, Marcin | TESTA/TESTA SET INFO1 | 2
TOTALE CORNER OSPITE TEMPO;4+;;;;NON_MAPPATO;famiglia non riconosciuta;2;1;STANLEYBET;CALCIO | POLONIA - I DIVISIONE | RKS Radomiak Radom - Wieczysta Krakow | TOTALE CORNER OSPITE TEMPO | 4+
TOTALE CORNER TEMPO;7+;;;;NON_MAPPATO;famiglia non riconosciuta;2;1;DOMUSBET;CALCIO | SVEZIA - I DIVISIONE | Vasteraas SK - Orgryte IS | TOTALE CORNER TEMPO | 7+
TUTTE GOAL;SI;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;STANLEYBET;CALCIO | SPECIALI CALCIO | Randers / Silkeborg 27/07 / Hacken / AIK 27/07 / Botosani / Rapid Bucarest 27/07 | TUTTE GOAL | SI
TUTTE GOAL;Si;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;STARCASINO;CALCIO | SPECIALI CALCIO | RKS Radomiak Radom / Wieczysta Krakow 24/07 / Vejle / AB Gladsaxe 24/07 / Vasteraas SK / Orgryte IS 24/07 / Viborg / Odense Boldklub 24/07 | TUTTE GOAL | Si
TUTTI MARCATORI;SI;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;STANLEYBET;CALCIO | SPECIALI CALCIO | LADEFOGED, MIKKEL (VASTERAAS SK) 24/07 / HANZA, DORIAN (VIBORG) 24/07 / MODICA, AGUSTIN (GIMNASIA Y ESGRIMA MENDOZA) 24/07 | TUTTI MARCATORI | SI
U/O ANGOLI INFO1 SQUADRA INFO2;UNDER;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;ADMIRAL;CALCIO | MESSICO - I DIVISIONE | Atlante FC - America | U/O ANGOLI INFO1 SQUADRA INFO2 | UNDER
U/O BATTUTE VALIDE (INCL. EXTRA INNING);Over;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;WILLIAMHILL;BASEBALL | AMERICA - MAJOR LEAGUE | Texas Rangers - Seattle Mariners | U/O BATTUTE VALIDE (INCL. EXTRA INNING) | Over
U/O BREAK INCONTRO;UNDER;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;SPORTBET;TENNIS | TORNEO DI AMBURGO | Korpatsch, Tamara - Kalinina, Anhelina | U/O BREAK INCONTRO | UNDER
U/O GIOCHI NEL MATCH;UNDER;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;BBET;TENNIS | TORNEO DI PRAGA | Salkova, Dominika - Krejcikova, Barbora | U/O GIOCHI NEL MATCH | UNDER
U/O INFO1 BREAK;UNDER;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;ADMIRAL;TENNIS | TORNEO DI PRAGA | Salkova, Dominika - Krejcikova, Barbora | U/O INFO1 BREAK | UNDER
U/O INFO1 BREAK SET INFO2 GIOCATORE INFO3;OVER;;;;NON_MAPPATO;famiglia non riconosciuta;2;1;DOMUSBET;TENNIS | TORNEO DI AMBURGO | Sherif Ahmed Abdelaziz, Maiar - Badosa, Paula | U/O INFO1 BREAK SET INFO2 GIOCATORE INFO3 | OVER
U/O INFO1 CORNER TEMPO INFO2;OVER;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;BBET, SPORTBET;CALCIO | MACAU - I DIVISIONE | G Universe - Artilheiros | U/O INFO1 CORNER TEMPO INFO2 | OVER
U/O INFO1 GAME INFO2 SET;UNDER;;;;NON_MAPPATO;famiglia non riconosciuta;2;1;ADMIRAL;TENNIS | TORNEO DI AMBURGO | Korpatsch, Tamara - Kalinina, Anhelina | U/O INFO1 GAME INFO2 SET | UNDER
U/O INFO1 GIOCHI GIOCATORE INFO2;OVER;;;;NON_MAPPATO;famiglia non riconosciuta;2;1;BBET;TENNIS | TORNEO DI ESTORIL | Burruchaga, Roman Andres - Blockx, Alexander | U/O INFO1 GIOCHI GIOCATORE INFO2 | OVER
U/O INFO1 INFO2 QUARTO;OVER;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;ADMIRAL;BASKET | AUSTRALIA - NBL1 | Joondalup Wolves - Mandurah Magic | U/O INFO1 INFO2 QUARTO | OVER
U/O INFO1 PUNTI SET INFO2;OVER;;;;NON_MAPPATO;famiglia non riconosciuta;2;1;STANLEYBET;volley | MONDO - NATIONS LEAGUE F. | Cina - Turchia | U/O INFO1 PUNTI SET INFO2 | OVER
U/O INFO1 QUARTO INFO2;Over;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;STARCASINO;BASKET | AUSTRALIA - NBL1 | East Perth Eagles - Cockburn Cougars | U/O INFO1 QUARTO INFO2 | Over
U/O INFO1 SET INCONTRO;Under;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;STARCASINO;TENNIS | TORNEO DI ESTORIL | Rublev, Andrey - van Assche, Luca | U/O INFO1 SET INCONTRO | Under
U/O INFO1 SQ. INFO2 - INFO3°T;UNDER;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;MARATHON;CALCIO | USA - I DIVISIONE FEMMINILE | Orlando Pride - Chicago Stars FC | U/O INFO1 SQ. INFO2 - INFO3°T | UNDER
U/O INFO1 SQUADRA INFO2;Under;;;;NON_MAPPATO;famiglia non riconosciuta;2;1;STARCASINO;BASKET | FILIPPINE - GOVERNORS CUP | Blackwater Bossing - Barangay San Miguel | U/O INFO1 SQUADRA INFO2 | Under
U/O LEG;Over;;;;NON_MAPPATO;famiglia non riconosciuta;2;1;STARCASINO;FRECCETTE | MONDO - MODUS ICONS OF DARTS LEAGUE | Tweddell, Jack - Huntley, Michael | U/O LEG | Over
U/O SET INFO1;OVER;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;ADMIRAL;TENNIS | TORNEO DI ESTORIL | Burruchaga, Roman Andres - Blockx, Alexander | U/O SET INFO1 | OVER
U/O TEMPO ASIATICO;Under;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;STARCASINO;CALCIO | EUROPA - SUPERCOPPA EUROPEA | Paris Saint-Germain - Aston Villa | U/O TEMPO ASIATICO | Under
ULTIMA CLASSIFICATA;Hull City;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;DOMUSBET;CALCIO | INGHILTERRA - I DIVISIONE | Premier League 26/27 | ULTIMA CLASSIFICATA | Hull City
UN 1°T + OV 2°T;Si;;;;NON_MAPPATO;famiglia non riconosciuta;2;1;STARCASINO;CALCIO | BRASILE - U20 I DIVISIONE | Uniao Sao Joao EC SP - EC Sao Bernardo SP | UN 1°T + OV 2°T | Si
UNDER/OVER INFO1 SQUADRA INFO2;Under;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;WILLIAMHILL;PALLAMANO | AMICHEVOLI PER CLUB | Skive - Tth Holstebro | UNDER/OVER INFO1 SQUADRA INFO2 | Under
VINCENTE;1   Tadej Pogacar 2   Jonas Vingegaard;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;BBET, MARATHON;CICLISMO | TOUR DE FRANCE | Tour de France 2026 - Accoppiata in Ordine | VINCENTE | 1 Tadej Pogacar 2 Jonas Vingegaard
VINCENTE;A'ja Wilson;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;ADMIRAL, DOMUSBET;BASKET | USA - WNBA | WNBA 2026 - MVP | VINCENTE | A'ja Wilson
VINCENTE;A. Iraola;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;DOMUSBET;CALCIO | CALCIOMERCATO | Allenatore MILAN AL 01/09/26 | VINCENTE | A. Iraola
VINCENTE;AEK ATENE;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;STARCASINO;CALCIO | GRECIA - I DIVISIONE | Super League 1 2025/2026 | VINCENTE | AEK ATENE
VINCENTE;Acosta P.;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;ADMIRAL;MOTOCICLISMO | MONDO - MOTOMONDIALE | Mondiale Motogp 2026 | VINCENTE | Acosta P.
VINCENTE;Alejandro Tabilo;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;STANLEYBET;TENNIS | TORNEO DI ESTORIL | ATP Estoril 2026 Secondo Quarto | VINCENTE | Alejandro Tabilo
VINCENTE;Almansa D.;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;ADMIRAL, SPORTBET;MOTOCICLISMO | MONDO - MOTOMONDIALE | Mondiale Moto3 2026 - Vincente Senza Quiles | VINCENTE | Almansa D.
VINCENTE;Anisimova A.;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;ADMIRAL, WILLIAMHILL;TENNIS | US OPEN | US Open - Femminile 2026 | VINCENTE | Anisimova A.
VINCENTE;Anna Van Der Breggen;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;STANLEYBET;ciclismo | TOUR DE FRANCE | Tour de France Femminile 2026 | VINCENTE | Anna Van Der Breggen
VINCENTE;Argentina;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;ADMIRAL, STARCASINO;CALCIO | MONDO - MONDIALI | Mondiale 2026 Gruppo J | VINCENTE | Argentina
VINCENTE;Ascoli;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;STANLEYBET;CALCIO | ITALIA - III DIVISIONE | VINCENTE PLAY OFF SERIE C 2025/2026 | VINCENTE | Ascoli
VINCENTE;Bayern;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;ADMIRAL, STANLEYBET;CALCIO | EUROPA - CHAMPIONS LEAGUE | UEFA Champions League 25/26 | VINCENTE | Bayern
VINCENTE;Bearman O.;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;DOMUSBET, STARCASINO;AUTOMOBILISMO | MONDO - CAMPIONATO FORMULA 1 | Formula 1 Mondiale Piloti 2026 | VINCENTE | Bearman O.
VINCENTE;Belgio;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;ADMIRAL;CALCIO | MONDO - MONDIALI | Mondiale 2026 Gruppo G | VINCENTE | Belgio
VINCENTE;Ben O  Connor;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;ADMIRAL, WILLIAMHILL;CICLISMO | TOUR DE FRANCE | Tour De France 2026 Tappa 19 | VINCENTE | Ben O Connor
VINCENTE;Bortoleto G.;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;STARCASINO, WILLIAMHILL;AUTOMOBILISMO | MONDO - CAMPIONATO FORMULA 1 | Formula 1 Mondiale Piloti 2026 | VINCENTE | Bortoleto G.
VINCENTE;Borussia Dortmund;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;BBET, DOMUSBET;CALCIO | GERMANIA - I DIVISIONE | Bundesliga 2026/2027 | VINCENTE | Borussia Dortmund
VINCENTE;Brondby;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;ADMIRAL;CALCIO | DANIMARCA - I DIVISIONE | Superligaen 2026/27 | VINCENTE | Brondby
VINCENTE;CAR Hurricanes;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;MARATHON, WILLIAMHILL;HOCKEY GHIACCIO | AMERICA - NHL | NHL Metropolitan Division 2026/27 | VINCENTE | CAR Hurricanes
VINCENTE;CHI Bears;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;BBET, WILLIAMHILL;FOOTBALL AMERICANO | USA - CAMPIONATO NFL | NFC North 2026/27 | VINCENTE | CHI Bears
VINCENTE;CONEGLIANO;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;ADMIRAL;VOLLEY | ITALIA - I DIVISIONE F. | Serie A1 Femminile 2025/2026 | VINCENTE | CONEGLIANO
VINCENTE;Cannavaro F.;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;DOMUSBET, STANLEYBET;CALCIO | CALCIOMERCATO | Prossimo Allenatore Italia al 01/09/2026 | VINCENTE | Cannavaro F.
VINCENTE;Casper Ruud;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;ADMIRAL, DOMUSBET;TENNIS | ROLAND GARROS | Roland Garros Maschile 2026 | VINCENTE | Casper Ruud
VINCENTE;Chesterfield;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;BBET;CALCIO | INGHILTERRA - IV DIVISIONE | League Two 2026/2027 | VINCENTE | Chesterfield
VINCENTE;Coco Gauff;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;STARCASINO, WILLIAMHILL;TENNIS | AUSTRALIAN OPEN | Australian Open Femminile 2027 | VINCENTE | Coco Gauff
VINCENTE;Conte A.;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;MARATHON;CALCIO | CALCIOMERCATO | Prossimo Allenatore Italia al 01/09/2026 | VINCENTE | Conte A.
VINCENTE;D. Tedesco;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;DOMUSBET;CALCIO | CALCIOMERCATO | Allenatore MILAN AL 01/09/26 | VINCENTE | D. Tedesco
VINCENTE;DEN Broncos;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;BBET, STARCASINO;FOOTBALL AMERICANO | USA - CAMPIONATO NFL | Afc West 2026/27 | VINCENTE | DEN Broncos
VINCENTE;DRAW;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;STANLEYBET;golf | SOLHEIM CUP | Solheim Cup 2026 | VINCENTE | DRAW
VINCENTE;De Minaur A.;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;WILLIAMHILL;TENNIS | US OPEN | US Open - Maschile 2026 | VINCENTE | De Minaur A.
VINCENTE;EDM Oilers;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;ADMIRAL, MARATHON;HOCKEY GHIACCIO | AMERICA - NHL | NHL Stanley Cup 2026/27 | VINCENTE | EDM Oilers
VINCENTE;Elina Svitolina;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;MARATHON, STARCASINO;TENNIS | ROLAND GARROS | Roland Garros Femminile 27 | VINCENTE | Elina Svitolina
VINCENTE;Estudiantes LP;;;;NON_MAPPATO;famiglia non riconosciuta;2;1;ADMIRAL;CALCIO | ARGENTINA - I DIVISIONE | Liga Profesional 2026 - Clausura | VINCENTE | Estudiantes LP
VINCENTE;FLA Panthers;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;MARATHON, WILLIAMHILL;HOCKEY GHIACCIO | AMERICA - NHL | NHL Atlantic Division 2026/27 | VINCENTE | FLA Panthers
VINCENTE;Fenerbahce;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;ADMIRAL;BASKET | TURCHIA - I DIVISIONE | Turchia TBSL 25/26 | VINCENTE | Fenerbahce
VINCENTE;Fernandez A.;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;ADMIRAL;MOTOCICLISMO | MONDO - MOTOMONDIALE | Mondiale Moto3 2026 | VINCENTE | Fernandez A.
VINCENTE;Fernandez R.;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;ADMIRAL, SPORTBET;MOTOCICLISMO | MONDO - MOTOMONDIALE | Mondiale Motogp 2026 | VINCENTE | Fernandez R.
VINCENTE;Florian Lipowitz;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;ADMIRAL, BBET;CICLISMO | TOUR DE FRANCE | Tour de France 2026 | VINCENTE | Florian Lipowitz
VINCENTE;Fonseca J.;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;ADMIRAL, BBET;TENNIS | US OPEN | US Open - Maschile 2026 | VINCENTE | Fonseca J.
VINCENTE;GALATASARAY;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;STARCASINO;CALCIO | TURCHIA - I DIVISIONE | Super Lig 2025/26 | VINCENTE | GALATASARAY
VINCENTE;GERMANIA;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;SPORTBET, STANLEYBET;CALCIO | MONDO - MONDIALI | Mondiali 2026 | VINCENTE | GERMANIA
VINCENTE;Guardiola J.;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;ADMIRAL, STANLEYBET;CALCIO | CALCIOMERCATO | Prossimo Allenatore Italia al 01/09/2026 | VINCENTE | Guardiola J.
VINCENTE;Haas;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;ADMIRAL, WILLIAMHILL;AUTOMOBILISMO | MONDO - CAMPIONATO FORMULA 1 | Formula 1 Mondiale Costruttori 2026 | VINCENTE | Haas
VINCENTE;Harold Tejada;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;ADMIRAL, STANLEYBET;CICLISMO | TOUR DE FRANCE | Tour De France 2026 Classifica Scalatori | VINCENTE | Harold Tejada
VINCENTE;Independiente;;;;NON_MAPPATO;famiglia non riconosciuta;2;1;ADMIRAL;CALCIO | ARGENTINA - I DIVISIONE | Liga Profesional 2026 - Clausura | VINCENTE | Independiente
VINCENTE;Instituto Cordoba;;;;NON_MAPPATO;famiglia non riconosciuta;2;1;ADMIRAL;CALCIO | ARGENTINA - I DIVISIONE | Liga Profesional 2026 - Clausura | VINCENTE | Instituto Cordoba
VINCENTE;Inverness CT;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;ADMIRAL, STARCASINO;CALCIO | SCOZIA - III DIVISIONE | League One 2025/26 | VINCENTE | Inverness CT
VINCENTE;Jai Hindley;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;ADMIRAL, BBET;CICLISMO | TOUR DE FRANCE | Tour de France 2026 | VINCENTE | Jai Hindley
VINCENTE;Jessica Pegula;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;SPORTBET, STARCASINO;TENNIS | AUSTRALIAN OPEN | Australian Open Femminile 2027 | VINCENTE | Jessica Pegula
VINCENTE;Juan Ayuso;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;ADMIRAL;CICLISMO | TOUR DE FRANCE | Tour De France 2026 Tappa 19 | VINCENTE | Juan Ayuso
VINCENTE;Katarzyna Niewiadoma;;;;NON_MAPPATO;famiglia non riconosciuta;2;2;STANLEYBET;ciclismo | TOUR DE FRANCE | Tour de France Femminile 2026 | VINCENTE | Katarzyna Niewiadoma
