n_simulazioni;n_eventi_modelizzati;n_ticket_modelizzati;n_ticket_esclusi_compatibilita;ticket_compatibili;ticket_correlati;ticket_misti;ticket_non_mappati;ticket_incompatibili;ticket_non_controllati;drift_power;shock_factor;payout_medio;payout_mediana;payout_p90;payout_p95;payout_p99;payout_massimo_osservato;ticket_vincenti_medio;ticket_vincenti_p95;ticket_vincenti_massimo;prob_media_base_last;prob_media_finale;drift_ratio_medio;drift_ratio_massimo;prob_payout_supera_10000;prob_payout_supera_25000;prob_payout_supera_50000;prob_payout_supera_100000
1000;49798;66112;3;9307;7;23;56772;3;0;0,5;1,1;4625059,64064;4607852,17;5021743,932;5157129,5365;5409659,6101;5701621,55;18986,51;20492,75;22131,0;0,547972;0,611592;1,071918;5,0;1,0;1,0;1,0;1,0
