iterazione;ticket_vincenti;ticket_esclusi_compatibilita;payout_totale
3051;12894;7;5545538,94
3052;12780;7;6239461,2
3053;12302;7;5117479,71
3054;14151;7;6947640,87
3055;13168;7;5224724,79
3056;13692;7;5179430,76
3057;14003;7;5382890,32
3058;13422;7;6214121,43
3059;13472;7;4802413,6
3060;14522;7;6883895,49
3061;12185;7;4832273,58
3062;12771;7;4608239,96
3063;12605;7;4925121,49
3064;12711;7;6284477,74
3065;13436;7;4688000,76
3066;13259;7;4957017,79
3067;12056;7;4616031,96
3068;13508;7;5692388,33
3069;13940;7;5783334,23
3070;13219;7;5147079,76
3071;14210;7;5444989,39
3072;12890;7;6211930,2
3073;13770;7;5615352,32
3074;13762;7;4881603,4
3075;13514;7;5535664,04
3076;13688;7;5334256,48
3077;14110;7;5506307,04
3078;15045;7;6834273,84
3079;12016;7;4829208,19
3080;12891;7;5473433,99
3081;13776;7;6425185,72
3082;12424;7;4776870,88
3083;13467;7;6096961,26
3084;12829;7;5723676,26
3085;12172;7;4354326,31
3086;12396;7;4654963,09
3087;13309;7;5192714,67
3088;13749;7;5520063,61
3089;12560;7;5246422,47
3090;13443;7;5156748,29
3091;13581;7;6012139,82
3092;12845;7;4626870,31
3093;13628;7;5833879,54
3094;14105;7;6828608,47
3095;14410;7;6340949,19
3096;14089;7;4983451,61
3097;13130;7;6287094,53
3098;12940;7;5453400,89
3099;13459;7;4855424,05
3100;13918;7;5820466,92
3101;13611;7;5666144,25
3102;12584;7;5382296,19
3103;12594;7;5066744,44
3104;13160;7;5254977,99
3105;13766;7;5480644,51
3106;12538;7;5163913,42
3107;13755;7;6711437,66
3108;13639;7;5013864,16
3109;13959;7;5672291,49
3110;13046;7;5508104,1
3111;13762;7;4932723,75
3112;13366;7;5599279,31
3113;14033;7;5166466,49
3114;14449;7;6001399,45
3115;14311;7;5367656,94
3116;12226;7;4885308,45
3117;13358;7;5263010,28
3118;13184;7;5538359,92
3119;13825;7;5220675,89
3120;12380;7;4524086,46
3121;14227;7;5284880,53
3122;13517;7;6121429,39
3123;13357;7;4687971,87
3124;13317;7;5125390,62
3125;12772;7;4220817,1
3126;13095;7;5336005,43
3127;15022;7;5729100,73
3128;12641;7;5735895,42
3129;13280;7;5268198,53
3130;13592;7;5729925,63
3131;13228;7;5323318,33
3132;12715;7;4999052,42
3133;13066;7;4703783,84
3134;13114;7;5226477,38
3135;12145;7;4390917,47
3136;13812;7;6009298,49
3137;12514;7;5148006,45
3138;13373;7;4931951,82
3139;12855;7;4986845,06
3140;13154;7;4891154,64
3141;12665;7;4835864,16
3142;14723;7;6022391,56
3143;13381;7;4796588,48
3144;12629;7;5227000,6
3145;13110;7;5169372,56
3146;12242;7;4835358,37
3147;13153;7;4722863,55
3148;13624;7;5995316,06
3149;12574;7;5387304,72
3150;13882;7;5483039,27
3151;13235;7;5168277,05
3152;12012;7;4056586,44
3153;14577;7;6184083,53
3154;13422;7;4902372,06
3155;13165;7;4437741,19
3156;13151;7;5235577,9
3157;13815;7;5754706,52
3158;13184;7;6202384,15
3159;13439;7;4590144,5
3160;13073;7;4935920,17
3161;13814;7;5882203,76
3162;12814;7;4298268,05
3163;12613;7;4751628,51
3164;13402;7;5593387,09
3165;13672;7;5276698,09
3166;13987;7;4735315,41
3167;14066;7;5368009,68
3168;13560;7;5664865,53
3169;12739;7;4649008,5
3170;13492;7;5320428,74
3171;12282;7;5175800,51
3172;12852;7;4828807,11
3173;13065;7;4646153,94
3174;12922;7;4871162,78
3175;14136;7;5150483,68
3176;12079;7;4856451,6
3177;13206;7;4630051,11
3178;12457;7;4517128,53
3179;12915;7;5167578,71
3180;12449;7;4346557,56
3181;12925;7;4767382,65
3182;12433;7;4155217,52
3183;11814;7;3739872,09
3184;13935;7;6537944,6
3185;13775;7;5533676,59
3186;13902;7;5388164,65
3187;14576;7;6634986,83
3188;13181;7;5298351,63
3189;13057;7;4920161,91
3190;13065;7;5481213,96
3191;13695;7;6038940,75
3192;12790;7;5814658,81
3193;13399;7;4981215,52
3194;12813;7;4424935,96
3195;12868;7;5703206,55
3196;12524;7;5612419,31
3197;12678;7;4900747,5
3198;14019;7;6854006,89
3199;13722;7;6582995,73
3200;14056;7;6361265,11
3201;12475;7;4939817,13
3202;12023;7;5224128,42
3203;11629;7;4623251,19
3204;13804;7;5649378,41
3205;13262;7;4436508,87
3206;13332;7;5078394,83
3207;14450;7;5041116,31
3208;13962;7;4784471,99
3209;13777;7;6193058,32
3210;13491;7;6073449,34
3211;14013;7;5803777,95
3212;13653;7;6463547,6
3213;12667;7;6186486,84
3214;13582;7;4819886,93
3215;13290;7;5554884,93
3216;14109;7;5887957,24
3217;12681;7;5277598,94
3218;13690;7;5123420,12
3219;11741;7;4716570,51
3220;12241;7;3928678,32
3221;12295;7;4289815,46
3222;12771;7;4729470,87
3223;13410;7;5365674,25
3224;13628;7;5889068,61
3225;14653;7;6534033,39
3226;12957;7;5444441,62
3227;13106;7;4795800,03
3228;11438;7;4183546,61
3229;13080;7;5288411,29
3230;13638;7;5020152,61
3231;13553;7;5777137,26
3232;15413;7;6830710,71
3233;12378;7;4332474,9
3234;13942;7;5865486,66
3235;13552;7;7229410,4
3236;13645;7;5430151,3
3237;13254;7;5857348,16
3238;13720;7;5590778,09
3239;12720;7;5189368,01
3240;12604;7;4845196,52
3241;13341;7;4977272,72
3242;13481;7;6225977,8
3243;12906;7;4503326,51
3244;13209;7;5835629,44
3245;12638;7;5726650,54
3246;13754;7;6461176,33
3247;13143;7;6044752,94
3248;12693;7;4632566,54
3249;13697;7;4816510,03
3250;13871;7;6352290,7
3251;13011;7;4907086,53
3252;12425;7;5510039,74
3253;12551;7;5307822,37
3254;13857;7;5183263,55
3255;13383;7;5282822,49
3256;12716;7;4677537,33
3257;13403;7;5457216,48
3258;12840;7;4951993,06
3259;12740;7;6122174,73
3260;13392;7;5149130,3
3261;13733;7;6143110,17
3262;12747;7;4878151,73
3263;13084;7;4958329,67
3264;12606;7;5336753,5
3265;13521;7;5202097,87
3266;14008;7;5929373,29
3267;14374;7;6389123,38
3268;12149;7;4638330,6
3269;13511;7;5983265,84
3270;13993;7;5485602,51
3271;11329;7;3761993,8
3272;13111;7;4163327,04
3273;13589;7;7711551,2
3274;13401;7;4601290,27
3275;13402;7;5940425,79
3276;13065;7;4807259,95
3277;12725;7;4881860,76
3278;13824;7;5367984,98
3279;12241;7;5067060,22
3280;13094;7;5382735,39
3281;13341;7;4994681,34
3282;12185;7;4661942,41
3283;12508;7;5155601,66
3284;14087;7;6237289,9
3285;13092;7;5433981,65
3286;13140;7;5140073,71
3287;13232;7;5275938,71
3288;13095;7;4650613,96
3289;13597;7;6472694,11
3290;13065;7;4749264,78
3291;13916;7;5502252,63
3292;11834;7;5652210,75
3293;14094;7;5558851,05
3294;12739;7;6726058,22
3295;15103;7;7973079,93
3296;14223;7;4995498,5
3297;13858;7;4594249,69
3298;13834;7;4761850,24
3299;13005;7;4630379,95
3300;13057;7;5071887,57
3301;13794;7;6597347,58
3302;12112;7;5907667,85
3303;13508;7;5359214,57
3304;13149;7;4935515,12
3305;12795;7;4781511,04
3306;13114;7;5528766,97
3307;14093;7;5713228,25
3308;12355;7;4856016,2
3309;13793;7;5720623,16
3310;13157;7;5042259,83
3311;13008;7;4789306,01
3312;13784;7;5164262,26
3313;13808;7;6027165,26
3314;12900;7;4973428,97
3315;13235;7;4700704,41
3316;13847;7;5401407,94
3317;10780;7;4676497,66
3318;12323;7;5423148,91
3319;14426;7;5704466,64
3320;13552;7;5413913,15
3321;14006;7;6018779,42
3322;12347;7;4336407,5
3323;12607;7;4877501,87
3324;13229;7;4931834,3
3325;12397;7;5483809,02
3326;13311;7;4927517,71
3327;13975;7;4854969,02
3328;14781;7;7146744,96
3329;13188;7;5722292,7
3330;12760;7;5665284,96
3331;13279;7;4937205,37
3332;13037;7;6393374,71
3333;12843;7;4708546,47
3334;13935;7;6180711,56
3335;13149;7;5258500,01
3336;13398;7;6189103,54
3337;13362;7;5278182,46
3338;13536;7;5255870,53
3339;13008;7;6230318,6
3340;12604;7;5219526,14
3341;13702;7;5416083,3
3342;13591;7;5606012,23
3343;12471;7;5326958,03
3344;13124;7;4965806,55
3345;13235;7;6547130,15
3346;13392;7;6354482,09
3347;13054;7;5958166,01
3348;13187;7;4525352,2
3349;13067;7;4926772,95
3350;13754;7;5122117,02
3351;12967;7;5272641,17
3352;13898;7;4896384,7
3353;13907;7;6143532,55
3354;13143;7;5742781,67
3355;13467;7;6085357,61
3356;13146;7;4619351,62
3357;13492;7;5206822,91
3358;15318;7;6236765,4
3359;14042;7;4828282,35
3360;13852;7;5436591,16
3361;14235;7;6369219,62
3362;12791;7;5771918,21
3363;14055;7;5399542,61
3364;13751;7;6389643,69
3365;13774;7;5828160,01
3366;13435;7;5353282,36
3367;13692;7;5867916,12
3368;12479;7;4915763,7
3369;13158;7;5025738,61
3370;13562;7;4931691,93
3371;12185;7;4442537,81
3372;14637;7;5617425,53
3373;14003;7;5632823,85
3374;12187;7;4081965,66
3375;12750;7;4935498,03
3376;12646;7;5340377,58
3377;14564;7;6107288,77
3378;14782;7;5846472,27
3379;13508;7;5399734,73
3380;12331;7;5110212,9
3381;12708;7;3775352,05
3382;11808;7;4155950,13
3383;13638;7;6143036,81
3384;14006;7;6189181,5
3385;12601;7;5242600,9
3386;12532;7;5476509,88
3387;13220;7;5876643,15
3388;13629;7;5037815,29
3389;13473;7;4599449,66
3390;13041;7;4549117,78
3391;12423;7;4884238,94
3392;15584;7;6684185,52
3393;14180;7;7163624,7
3394;13181;7;5703156,93
3395;13586;7;5079576,36
3396;13451;7;4890630,11
3397;12374;7;5071693,73
3398;12626;7;4972996,36
3399;14053;7;5334520,05
3400;13028;7;5054724,97
3401;14340;7;6384055,46
3402;15507;7;6819327,22
3403;13615;7;5319043,53
3404;13500;7;6297853,51
3405;13769;7;5670629,45
3406;12622;7;4696554,78
3407;12245;7;4182256,67
3408;13106;7;5272631,83
3409;13954;7;5171914,2
3410;14037;7;5393494,84
3411;12474;7;4677661,08
3412;13883;7;5565033,72
3413;12486;7;4651384,24
3414;14105;7;5390650,21
3415;13627;7;6253938,2
3416;13926;7;5024520,25
3417;13483;7;4674522,39
3418;13421;7;4762987,8
3419;12000;7;3907543,39
3420;12560;7;5709613,65
3421;12610;7;4726169,27
3422;12577;7;4809777,63
3423;13962;7;5172951,4
3424;12983;7;4961578,4
3425;12761;7;5890327,63
3426;13355;7;5906274,28
3427;12675;7;4898532,69
3428;13267;7;5260959,37
3429;11725;7;3985538,15
3430;14370;7;6683029,82
3431;12772;7;5169219,89
3432;14050;7;6399281,41
3433;13930;7;6715312,71
3434;12822;7;5128026,93
3435;13617;7;5842645,0
3436;14670;7;5825000,17
3437;12634;7;4591370,39
3438;12664;7;5098958,8
3439;12600;7;5102680,39
3440;13080;7;4681114,57
3441;12818;7;5573424,12
3442;14114;7;6518496,17
3443;13064;7;4653592,9
3444;14278;7;4463037,15
3445;14175;7;5380607,13
3446;13870;7;5815237,46
3447;13025;7;4760590,66
3448;13161;7;5127151,73
3449;12792;7;5391198,24
3450;11969;7;3951442,81
3451;14482;7;7417843,48
3452;12894;7;4969075,93
3453;13220;7;5463364,62
3454;13644;7;4947265,65
3455;13920;7;5383049,89
3456;13040;7;4514093,25
3457;13514;7;5598810,94
3458;13794;7;6882061,24
3459;14106;7;5178457,89
3460;13572;7;5571816,82
3461;14250;7;6537801,86
3462;12896;7;4982003,93
3463;12907;7;4826278,44
3464;13727;7;6064478,0
3465;13766;7;6099299,79
3466;13562;7;5607164,02
3467;13376;7;6430291,84
3468;13776;7;6086944,96
3469;13188;7;6176216,84
3470;13348;7;5393261,87
3471;12824;7;5389643,7
3472;13565;7;6020120,4
3473;13504;7;4846377,74
3474;13172;7;5041911,83
3475;13790;7;5562080,46
3476;13739;7;5362411,12
3477;12212;7;5669993,85
3478;11310;7;4693594,09
3479;12576;7;3864752,58
3480;14212;7;5865212,99
3481;14057;7;5498715,95
3482;13243;7;5653106,15
3483;13583;7;6633875,06
3484;13625;7;5574239,47
3485;12794;7;4987427,32
3486;13485;7;5593594,76
3487;12881;7;4713745,54
3488;11880;7;4179856,85
3489;14381;7;5366190,89
3490;12498;7;4916183,27
3491;14650;7;7068474,52
3492;13422;7;4977511,5
3493;12883;7;4821789,92
3494;13633;7;5646968,56
3495;12735;7;5165690,53
3496;12757;7;4093712,96
3497;13125;7;4752818,8
3498;12498;7;4535606,47
3499;13691;7;4703746,2
3500;13847;7;6838705,28
3501;14412;7;5766405,42
3502;13610;7;6119484,42
3503;13169;7;5823231,11
3504;13550;7;5503408,47
3505;12775;7;4867370,65
3506;13006;7;5243112,07
3507;13012;7;5456862,2
3508;12144;7;4823816,18
3509;14157;7;6454206,88
3510;12501;7;4301223,98
3511;12712;7;4812150,53
3512;12530;7;5565637,29
3513;12600;7;4811488,72
3514;13793;7;6628186,21
3515;13165;7;5084925,68
3516;14925;7;6201093,84
3517;13632;7;4895709,87
3518;12988;7;5019435,77
3519;12685;7;5107859,1
3520;14201;7;5082183,18
3521;14048;7;5812498,48
3522;11767;7;4508983,7
3523;13446;7;6574974,9
3524;13184;7;4797630,52
3525;13400;7;5380519,69
3526;12861;7;4432864,0
3527;14049;7;5085943,73
3528;12568;7;5094160,73
3529;12386;7;4755416,66
3530;12284;7;5171897,03
3531;12080;7;4675263,23
3532;12681;7;4453447,5
3533;14551;7;6908233,75
3534;13302;7;5297028,64
3535;14096;7;5407463,93
3536;12948;7;5415274,4
3537;13731;7;5528109,28
3538;15101;7;7182193,01
3539;13684;7;5849586,63
3540;12437;7;5046025,17
3541;11994;7;4496125,41
3542;13948;7;5385649,77
3543;14294;7;5837674,21
3544;13298;7;5993126,74
3545;14608;7;6928210,8
3546;12126;7;5175211,91
3547;12507;7;4765762,17
3548;12624;7;5442710,79
3549;13993;7;5855221,61
3550;13211;7;5909443,3
3551;12432;7;4485902,01
3552;13535;7;5148174,73
3553;12985;7;5508116,06
3554;13986;7;4989961,59
3555;13381;7;5999670,45
3556;13659;7;6213889,52
3557;13665;7;6004697,38
3558;12408;7;4547950,25
3559;12970;7;5831912,76
3560;13388;7;6253750,49
3561;13442;7;5595333,36
3562;13088;7;4971100,69
3563;13188;7;5251943,77
3564;13595;7;4465558,15
3565;12945;7;5760845,36
3566;13601;7;4837273,78
3567;14002;7;5628226,37
3568;12401;7;4786975,3
3569;14368;7;5451461,97
3570;13669;7;6044345,35
3571;13944;7;5677432,84
3572;14556;7;5589902,92
3573;14091;7;5915526,94
3574;14349;7;5382430,68
3575;13309;7;5237041,07
3576;12190;7;4750667,44
3577;13168;7;5260579,93
3578;13398;7;5861327,03
3579;13122;7;5258777,6
3580;13316;7;5258258,39
3581;12553;7;5491626,06
3582;13127;7;5555610,17
3583;13528;7;4706181,79
3584;12811;7;5451180,56
3585;13358;7;6618469,24
3586;13064;7;4457546,97
3587;12858;7;5129133,87
3588;12621;7;4709571,42
3589;12819;7;4879792,88
3590;13264;7;5694167,51
3591;13441;7;5287605,25
3592;13013;7;5927194,17
3593;12244;7;4214191,25
3594;12269;7;4555222,68
3595;14476;7;6618137,04
3596;12954;7;5698427,73
3597;12190;7;4459600,01
3598;13457;7;4864363,01
3599;13026;7;5128845,18
3600;12969;7;4639302,98
3601;11948;7;4846069,36
3602;12736;7;5195642,15
3603;13964;7;6006800,59
3604;14988;7;6298346,85
3605;13828;7;5557606,87
3606;12508;7;5156867,14
3607;12688;7;4752191,0
3608;14102;7;4945947,88
3609;12871;7;4754134,05
3610;12636;7;6518236,36
3611;13534;7;4889855,81
3612;12581;7;4600533,84
3613;12815;7;5140214,86
3614;13730;7;5862262,39
3615;12589;7;5201943,03
3616;12734;7;5244332,85
3617;13578;7;5507001,8
3618;13295;7;5809534,88
3619;13392;7;5437615,33
3620;13638;7;6247512,72
3621;12662;7;4375521,79
3622;13181;7;6303612,93
3623;13640;7;6215022,53
3624;14387;7;6969409,96
3625;12849;7;5360358,24
3626;12850;7;5806651,37
3627;13756;7;5003780,28
3628;13177;7;5039004,25
3629;13986;7;5225766,54
3630;12397;7;4918983,72
3631;13975;7;4619562,1
3632;13878;7;5016721,86
3633;13099;7;5311985,0
3634;14553;7;5611204,5
3635;12763;7;4865853,47
3636;13882;7;4862670,7
3637;13024;7;5348988,81
3638;13340;7;4938467,04
3639;12594;7;5069590,49
3640;13875;7;6806285,24
3641;13626;7;5778864,33
3642;13514;7;5315135,85
3643;13618;7;4840504,95
3644;14211;7;6390460,77
3645;14764;7;5331670,96
3646;13808;7;6502724,85
3647;12333;7;4450242,0
3648;12630;7;4583112,15
3649;13493;7;5000252,93
3650;13033;7;5287620,45
3651;13399;7;5117414,54
3652;13656;7;5685509,65
3653;13125;7;5549147,66
3654;13404;7;5704815,38
3655;15296;7;6035490,38
3656;14211;7;6230584,23
3657;13881;7;6276022,39
3658;13204;7;4554822,56
3659;12630;7;4425908,72
3660;13692;7;5256188,86
3661;14062;7;5730489,1
3662;13138;7;6189175,69
3663;14564;7;6462785,83
3664;11947;7;4571748,96
3665;15364;7;5797486,86
3666;14785;7;6441270,29
3667;13743;7;5387642,15
3668;13777;7;5891272,34
3669;13236;7;5020442,84
3670;12949;7;5832136,61
3671;13240;7;5381328,09
3672;14063;7;5461011,58
3673;13116;7;5686792,19
3674;13091;7;5907983,52
3675;13037;7;4451868,79
3676;13282;7;4487711,12
3677;13638;7;5657064,79
3678;14328;7;6531212,76
3679;12258;7;4494612,68
3680;13605;7;5807709,31
3681;13258;7;4599492,56
3682;12984;7;4442499,77
3683;13945;7;4256422,2
3684;13292;7;5411343,43
3685;12533;7;4254273,12
3686;13723;7;5938988,76
3687;13908;7;5014930,88
3688;11845;7;4687903,39
3689;14514;7;7011479,67
3690;13329;7;5514304,43
3691;14945;7;5989725,22
3692;14259;7;6210421,36
3693;14252;7;6277081,27
3694;12989;7;5326958,96
3695;13053;7;5043595,69
3696;13709;7;6418916,59
3697;12876;7;5541219,88
3698;12767;7;5475689,32
3699;13195;7;4368074,71
3700;13047;7;5031918,99
3701;12881;7;5628502,65
3702;13412;7;5170065,67
3703;13214;7;6073589,94
3704;14402;7;6283317,58
3705;12998;7;4453323,25
3706;12809;7;4738001,77
3707;13393;7;5336765,15
3708;11260;7;5079589,74
3709;12817;7;5855267,09
3710;13269;7;5190517,69
3711;13631;7;5315286,33
3712;13218;7;4746929,47
3713;13509;7;5167224,23
3714;13051;7;5551068,51
3715;14302;7;5094807,31
3716;14182;7;5742978,89
3717;13407;7;5777655,82
3718;12757;7;4861484,84
3719;13883;7;4841773,31
3720;12791;7;5359448,67
3721;13213;7;6431651,25
3722;12505;7;5192309,21
3723;13822;7;6761879,22
3724;14312;7;5427778,52
3725;14123;7;6107355,94
3726;14793;7;5795130,9
3727;13561;7;5880691,49
3728;14552;7;5313436,13
3729;13132;7;5110446,98
3730;13928;7;6083497,4
3731;13319;7;5013299,06
3732;13814;7;5628846,67
3733;12348;7;5515840,57
3734;12879;7;5286662,48
3735;12677;7;6086951,57
3736;12708;7;4257511,48
3737;13325;7;6124952,22
3738;12709;7;5054341,41
3739;12555;7;5575529,14
3740;13589;7;5019718,96
3741;13524;7;5318493,77
3742;13363;7;4904555,81
3743;13747;7;6319429,06
3744;13211;7;5944629,68
3745;13283;7;5500491,57
3746;12020;7;4488624,46
3747;13733;7;5468203,89
3748;13155;7;4779247,33
3749;13919;7;4907421,46
3750;12621;7;5549245,06
3751;13026;7;5029227,14
3752;13075;7;5245420,42
3753;13126;7;5989402,47
3754;13762;7;6165347,26
3755;13412;7;5179563,99
3756;13924;7;5651619,77
3757;13106;7;4557286,27
3758;14497;7;6256586,25
3759;13294;7;5841617,66
3760;12634;7;4789446,01
3761;13261;7;5127812,08
3762;12884;7;4903532,79
3763;13434;7;5024695,76
3764;12953;7;4370434,94
3765;13642;7;5086576,49
3766;13371;7;6216250,16
3767;12362;7;4418301,86
3768;13886;7;5615166,84
3769;11777;7;4494112,39
3770;12770;7;4509475,39
3771;13865;7;5897829,84
3772;12151;7;4532281,89
3773;13333;7;5169509,49
3774;13096;7;5560990,48
3775;13482;7;5114599,02
3776;14530;7;5318527,17
3777;12878;7;5776503,1
3778;14675;7;5704461,93
3779;11918;7;4681865,2
3780;12452;7;5373208,95
3781;14325;7;6315348,95
3782;12749;7;4307653,91
3783;14467;7;7227900,12
3784;13034;7;5803241,41
3785;12744;7;5383637,64
3786;14450;7;7236004,23
3787;12439;7;5715292,25
3788;12909;7;5176898,61
3789;13453;7;4754602,57
3790;13193;7;5187899,46
3791;13803;7;5693894,71
3792;13335;7;5709507,19
3793;12572;7;4840880,85
3794;13628;7;5522433,13
3795;12747;7;5755449,2
3796;12317;7;4853511,49
3797;13715;7;4886716,27
3798;13204;7;5924274,74
3799;13282;7;5202524,01
3800;12398;7;4186178,25
3801;13427;7;6471699,45
3802;13313;7;4448618,79
3803;13979;7;4777073,65
3804;13245;7;5744199,38
3805;13321;7;4816643,05
3806;12085;7;6391625,62
3807;12967;7;4682932,94
3808;13183;7;4588479,83
3809;12488;7;4047039,47
3810;12920;7;6024553,08
3811;12537;7;5380667,85
3812;12719;7;4497860,8
3813;14705;7;6139207,35
3814;12445;7;4752914,86
3815;13008;7;5685066,33
3816;14157;7;6527897,68
3817;13961;7;5897743,95
3818;12183;7;5000889,55
3819;12328;7;4538895,93
3820;13104;7;4847692,48
3821;12690;7;4448064,86
3822;13239;7;4882386,96
3823;13100;7;5369859,19
3824;12791;7;4423935,97
3825;12946;7;4632924,11
3826;13043;7;5452968,27
3827;14427;7;6638173,2
3828;12698;7;5004154,2
3829;13998;7;5542071,61
3830;12431;7;4581818,77
3831;13352;7;4870981,67
3832;13920;7;4879883,25
3833;13141;7;4312636,78
3834;12977;7;4259374,87
3835;13525;7;5718786,2
3836;12300;7;4962801,12
3837;13654;7;4985434,36
3838;13123;7;4890372,43
3839;13357;7;5608539,26
3840;13443;7;5471424,52
3841;13586;7;5359307,87
3842;13864;7;6039875,65
3843;12912;7;4918433,64
3844;13698;7;4957663,42
3845;13133;7;5781977,8
3846;13327;7;4966916,43
3847;12253;7;5028137,83
3848;13439;7;6034182,01
3849;13304;7;5681755,68
3850;12529;7;4991095,34
3851;13483;7;4795014,6
3852;13044;7;5732037,1
3853;14185;7;5816576,13
3854;13918;7;4790490,21
3855;13399;7;4717319,66
3856;13112;7;5065475,44
3857;15197;7;5539184,23
3858;12878;7;4909714,28
3859;13534;7;4847042,3
3860;13655;7;5729556,22
3861;12766;7;5715117,89
3862;13251;7;4855267,88
3863;13101;7;6154610,32
3864;13512;7;4870658,65
3865;14197;7;5383768,92
3866;12767;7;5140169,5
3867;12829;7;4799551,6
3868;13142;7;5256556,89
3869;14211;7;6291264,06
3870;13122;7;5188721,5
3871;13156;7;5486366,2
3872;13941;7;5227994,48
3873;13785;7;5382409,69
3874;13114;7;4592442,65
3875;11447;7;3851959,49
3876;13237;7;5350527,32
3877;11563;7;4097610,26
3878;14539;7;6368014,82
3879;12640;7;5249024,82
3880;12766;7;4432599,59
3881;14334;7;5530226,42
3882;12713;7;4383356,76
3883;14191;7;6407926,42
3884;12676;7;4601477,52
3885;13091;7;6599113,76
3886;12976;7;5678234,68
3887;13081;7;4566143,1
3888;12883;7;5706665,97
3889;12398;7;5099269,43
3890;12773;7;4427039,62
3891;12259;7;4543895,93
3892;13106;7;5500961,43
3893;13600;7;5353360,42
3894;13924;7;5145267,34
3895;14001;7;5869328,19
3896;13478;7;4666012,11
3897;13716;7;5038504,13
3898;12892;7;4675408,05
3899;12226;7;4683533,32
3900;12528;7;4617530,17
3901;13144;7;5294449,77
3902;12856;7;4765026,61
3903;14943;7;6809801,36
3904;13890;7;5713646,45
3905;12528;7;5214757,9
3906;14147;7;5455511,38
3907;13105;7;4271119,99
3908;13605;7;5473327,56
3909;11956;7;5540664,24
3910;13457;7;5316743,98
3911;12663;7;5493154,55
3912;13436;7;4658966,16
3913;15293;7;6248955,64
3914;12919;7;5409303,2
3915;12735;7;5841241,99
3916;13471;7;5134183,47
3917;12246;7;4794260,34
3918;13121;7;4643349,53
3919;13644;7;4493627,57
3920;14004;7;5771624,09
3921;12616;7;4286435,16
3922;12797;7;4710568,89
3923;12474;7;4750564,82
3924;14474;7;6223884,18
3925;14444;7;5514703,42
3926;12848;7;4948500,9
3927;13457;7;5457618,66
3928;13405;7;5295984,17
3929;14655;7;5851019,05
3930;12834;7;5414493,59
3931;12902;7;4457950,37
3932;13286;7;5297048,17
3933;13279;7;4566997,48
3934;12878;7;5779624,58
3935;12600;7;4292959,97
3936;13815;7;4684344,25
3937;13197;7;4401942,09
3938;14664;7;6616126,36
3939;12350;7;5101588,97
3940;12141;7;4651904,21
3941;12125;7;5029536,23
3942;13448;7;5349640,99
3943;13891;7;5236619,92
3944;11813;7;4937915,13
3945;12461;7;5641389,2
3946;13464;7;4990784,17
3947;13291;7;4751474,75
3948;13256;7;5118389,49
3949;12843;7;6398568,95
3950;13645;7;5556409,87
3951;13058;7;4889784,24
3952;13964;7;5260429,54
3953;12387;7;5375007,54
3954;14132;7;5822375,09
3955;13329;7;5662492,41
3956;14419;7;5722042,12
3957;13829;7;5473969,53
3958;13327;7;4041367,8
3959;14176;7;5489708,39
3960;14491;7;6404387,22
3961;13485;7;5190971,56
3962;12343;7;5907318,49
3963;13160;7;4034138,64
3964;14045;7;4973408,72
3965;13655;7;5630660,26
3966;13863;7;4861217,96
3967;13188;7;5687563,63
3968;13235;7;5105738,71
3969;13194;7;5514102,3
3970;13074;7;5083968,99
3971;14174;7;7083966,75
3972;13343;7;5534677,71
3973;13613;7;6250459,65
3974;12548;7;4279569,09
3975;12884;7;4655417,19
3976;12901;7;5164426,5
3977;13210;7;6126710,37
3978;13701;7;5065089,71
3979;14437;7;5375207,71
3980;13355;7;6047567,28
3981;12938;7;5408810,28
3982;11954;7;3996248,07
3983;13535;7;4867404,59
3984;13892;7;5772022,48
3985;13879;7;5252935,38
3986;12612;7;5247460,4
3987;13052;7;5310340,52
3988;13057;7;5318172,76
3989;12531;7;4199318,05
3990;13014;7;4874878,11
3991;12893;7;6290771,81
3992;11674;7;4836459,93
3993;13223;7;4566210,0
3994;13360;7;5087875,71
3995;13278;7;6148613,48
3996;14286;7;5989864,54
3997;12595;7;4742093,2
3998;12473;7;4053010,46
3999;12340;7;4493654,27
4000;12586;7;5595378,05
4001;13982;7;5084816,9
4002;13081;7;5441400,51
4003;12810;7;4963608,7
4004;13690;7;5176142,82
4005;13549;7;6106295,1
4006;12557;7;5332338,9
4007;14153;7;5594797,32
4008;13216;7;4879792,34
4009;13841;7;4998100,37
4010;15058;7;7800182,0
4011;12477;7;4444861,94
4012;12941;7;4940370,67
4013;13847;7;4955059,0
4014;13493;7;5184531,55
4015;13927;7;5920833,14
4016;14648;7;5851295,98
4017;13219;7;4945542,75
4018;13525;7;6224371,16
4019;13624;7;6267319,18
4020;14940;7;6314574,56
4021;13714;7;6431718,63
4022;11961;7;4691503,42
4023;12777;7;4836250,44
4024;13763;7;5912407,46
4025;13129;7;4762331,56
4026;13052;7;5169422,37
4027;12929;7;4905427,09
4028;13407;7;5506790,81
4029;12198;7;5593306,7
4030;13189;7;5330983,02
4031;13588;7;5174894,24
4032;12031;7;3612102,9
4033;15109;7;6438759,69
4034;12967;7;4744255,88
4035;13162;7;5380272,0
4036;14727;7;6119662,42
4037;12542;7;4270120,7
4038;13444;7;6371781,07
4039;13305;7;4537152,97
4040;12499;7;6019658,27
4041;12607;7;4937254,16
4042;13308;7;5260750,62
4043;12580;7;4902845,04
4044;14660;7;5959061,64
4045;13602;7;5734779,44
4046;13103;7;5010666,74
4047;12554;7;5057616,7
