concessionario;nome_commerciale;id_evento;evento_descrizione;quota_media;quota_min;quota_max;prob_implicita_media;num_ticket_coinvolti;num_righe_evento;importo_pagato_esposto;payout_potenziale_esposto;payout_potenziale_massimo_ticket;ticket_esclusi_montecarlo;ticket_incompatibili;ticket_correlati;ticket_misti;ticket_non_mappati;ticket_compatibili;righe_esito_mappato;righe_esito_non_mappato;num_famiglie_matrice;num_esiti_matrice;payout_incompatibile;payout_non_mappato;payout_misto;payout_correlato;impatto_atteso_stimato;impatto_compatibilita_stimato;pct_ticket_esclusi_montecarlo;pct_ticket_non_mappati;pct_righe_esito_non_mappato;peso_pct_su_nome_commerciale;peso_pct_su_concessionario
DOMUSBET;WWW.DOMUSBET.IT;E17125;CALCIO | FRANCIA - I DIVISIONE | Angers - Lille | 1X2 | 2;1,67125;1,67;1,69;0,598359;32;32;166,8;772040,24;49147,84;0;0;0;0;2;30;32;0;1;1;0,0;4303,08;0,0;0,0;461957,607377;860,616;0,0;6,25;0,0;0,960856;0,960856
DOMUSBET;WWW.DOMUSBET.IT;E19545;CALCIO | ITALIA - I DIVISIONE | Torino - Milan | 1X2 | 2;1,76295;1,75;1,77;0,567235;139;139;478,8;759949,1;48982,71;0;0;0;1;53;85;139;0;1;1;0,0;147076,15;4957,22;0,0;431069,900921;31893,84;0,0;38,129496;0,0;0,945808;0,945808
DOMUSBET;WWW.DOMUSBET.IT;E19397;CALCIO | ITALIA - I DIVISIONE | Inter - Monza | 1X2 HANDICAP | 1;1,662093;1,65;1,68;0,601658;43;43;243,75;742107,27;49147,84;0;0;0;0;1;42;43;0;1;1;0,0;2183,85;0,0;0,0;446494,514885;436,77;0,0;2,325581;0,0;0,923602;0,923602
DOMUSBET;WWW.DOMUSBET.IT;E17802;CALCIO | INGHILTERRA - I DIVISIONE | Arsenal - Coventry City | 1X2 HANDICAP | 1;1,52931;1,52;1,53;0,653891;29;29;58,8;737966,21;49147,84;0;0;0;0;1;28;29;0;1;1;0,0;708,19;0,0;0,0;482549,69961;141,638;0,0;3,448276;0,0;0,918449;0,918449
DOMUSBET;WWW.DOMUSBET.IT;E20964;CALCIO | SPAGNA - I DIVISIONE | Racing Santander - Villarreal | 1X2 | 2;2,182778;2,1;2,32;0,458557;54;54;212,55;713726,88;49281,75;0;0;0;0;12;42;54;0;1;1;0,0;59158,69;0,0;0,0;327284,299046;11831,738;0,0;22,222222;0,0;0,888281;0,888281
DOMUSBET;WWW.DOMUSBET.IT;E17885;CALCIO | INGHILTERRA - I DIVISIONE | Fulham - Chelsea | 1X2 | 2;2,149286;2,08;2,17;0,465324;42;42;94,45;662925,78;49281,75;0;0;0;1;10;31;42;0;1;1;0,0;12700,4;4957,22;0,0;308475,429255;5018,69;0,0;23,809524;0,0;0,825056;0,825056
DOMUSBET;WWW.DOMUSBET.IT;E19546;CALCIO | ITALIA - I DIVISIONE | Torino - Milan | 1X2 | X;3,55;3,55;3,55;0,28169;41;41;140,2;641507,13;49147,84;0;0;0;0;3;38;41;0;1;1;0,0;7036,05;0,0;0,0;180706,233803;1407,21;0,0;7,317073;0,0;0,798399;0,798399
DOMUSBET;WWW.DOMUSBET.IT;E17971;CALCIO | INGHILTERRA - I DIVISIONE | Newcastle - Liverpool | 1X2 | 2;2,130323;1,89;2,19;0,470263;31;31;80,6;559606,26;49281,75;0;0;0;0;6;25;31;0;1;1;0,0;5814,73;0,0;0,0;263162,247302;1162,946;0,0;19,354839;0,0;0,696468;0,696468
MARATHON;WWW.MARATHONBET_PVR.IT;E25027;CALCIO | ITALIA - I DIVISIONE | Frosinone Calcio - Juventus | 1X2 | 2;1,466705;1,44;1,5;0,681879;173;173;873,25;999451,41;48992,23;0;0;0;1;118;54;173;0;1;1;0,0;766127,24;3272,94;0,0;681505,259078;154861,918;0,0;68,208092;0,0;1,107142;0,98168
MARATHON;WWW.MARATHONBET_PVR.IT;E24083;CALCIO | INGHILTERRA - I DIVISIONE | Hull City - Manchester United | 1X2 | 2;1,425949;1,36;1,46;0,701543;79;79;376,35;876041,29;50000,0;0;0;0;1;48;30;79;0;1;1;0,0;624375,59;50000,0;0,0;614580,839495;149875,118;0,0;60,759494;0,0;0,970434;0,860465
MARATHON;WWW.MARATHONBET_PVR.IT;E25089;CALCIO | ITALIA - I DIVISIONE | Inter - AC Monza | 1X2 | 1;1,220221;1,18;1,23;0,819565;181;181;1020,75;829482,51;50000,0;0;0;0;7;121;53;181;0;1;1;0,0;589406,18;89306,06;0,0;679814,785295;162534,266;0,0;66,850829;0,0;0,918859;0,814734
MARATHON;WWW.MARATHONBET_PVR.IT;E23734;CALCIO | GERMANIA - I DIVISIONE | SV 07 Elversberg - Bayer Leverkusen | 1X2 | 2;1,539655;1,44;1,56;0,649665;58;58;182,65;813466,48;50000,0;0;0;0;0;42;16;58;0;1;1;0,0;738434,87;0,0;0,0;528480,918731;147686,974;0,0;72,413793;0,0;0,901117;0,799002
MARATHON;WWW.MARATHONBET_PVR.IT;E23376;CALCIO | FRANCIA - I DIVISIONE | Paris Saint-Germain - Stade Rennes FC | 1X2 | 1;1,384318;1,36;1,42;0,722501;88;88;620,0;792350,41;50000,0;0;0;0;6;58;24;88;0;1;1;0,0;558452,92;76664,32;0,0;572473,722954;150022,744;0,0;65,909091;0,0;0,877726;0,778262
MARATHON;WWW.MARATHONBET_PVR.IT;E25058;CALCIO | ITALIA - I DIVISIONE | Genoa - Napoli | 1X2 | 2;1,81964;1,53;1,85;0,549864;111;111;331,9;751626,81;50000,0;0;0;0;0;59;52;111;0;1;1;0,0;531661,77;0,0;0,0;413292,505569;106332,354;0,0;53,153153;0,0;0,832614;0,738262
MARATHON;WWW.MARATHONBET_PVR.IT;E24112;CALCIO | INGHILTERRA - I DIVISIONE | Manchester City - Bournemouth | 1X2 | 1;1,4439;1,42;1,47;0,692621;100;100;737,2;715913,97;50000,0;0;0;0;2;69;29;100;0;1;1;0,0;458704,69;57480,81;0,0;495857,079807;120481,343;0,0;69,0;0,0;0,793053;0,703185
MARATHON;WWW.MARATHONBET_PVR.IT;E23345;CALCIO | FRANCIA - I DIVISIONE | Lens - Auxerre | 1X2 | 1;1,589474;1,52;1,6;0,629243;57;57;246,3;621020,82;50000,0;0;0;0;0;40;17;57;0;1;1;0,0;452161,95;0,0;0,0;390772,760502;90432,39;0,0;70,175439;0,0;0,687935;0,609979
MARATHON;WWW.MARATHONBET_PVR.IT;E25215;CALCIO | ITALIA - I DIVISIONE | Udinese - Como | 1X2 | 2;1,831803;1,82;1,99;0,545975;61;61;198,0;620265,39;50000,0;0;0;0;2;33;26;61;0;1;1;0,0;398056,28;53272,94;0,0;338649,400268;106247,726;0,0;54,098361;0,0;0,687099;0,609237
MARATHON;WWW.MARATHONBET_PVR.IT;E24974;CALCIO | ITALIA - I DIVISIONE | Atalanta - Sassuolo Calcio | 1X2 | 1;1,525851;1,51;1,58;0,655391;94;94;297,6;618386,64;50000,0;0;0;0;1;53;40;94;0;1;1;0,0;368331,31;50000,0;0,0;405284,738197;98666,262;0,0;56,382979;0,0;0,685017;0,607391
MARATHON;WWW.MARATHONBET_PVR.IT;E26358;CALCIO | SPAGNA - I DIVISIONE | Racing Santander - Villarreal | 1X2 | 2;2,18;2,1;2,31;0,459055;37;37;93,2;607374,45;50000,0;0;0;0;0;18;19;37;0;1;1;0,0;407214,88;0,0;0,0;278818,26454;81442,976;0,0;48,648649;0,0;0,672819;0,596575
MARATHON;WWW.MARATHONBET_PVR.IT;E25744;CALCIO | OLANDA - I DIVISIONE | Feyenoord - GO Ahead Eagles | 1X2 | 1;1,383529;1,38;1,4;0,722805;51;51;218,45;595207,03;50000,0;0;0;0;0;40;11;51;0;1;1;0,0;572512,78;0,0;0,0;430218,630611;114502,556;0,0;78,431373;0,0;0,65934;0,584624
MARATHON;WWW.MARATHONBET_PVR.IT;E25978;CALCIO | PORTOGALLO - I DIVISIONE | Rio Ave - FC Porto | 1X2 | 2;1,409032;1,38;1,43;0,709734;62;62;500,6;571868,78;50000,0;0;0;0;0;51;11;62;0;1;1;0,0;565384,43;0,0;0,0;405874,987142;113076,886;0,0;82,258065;0,0;0,633487;0,561701
MARATHON;WWW.MARATHONBET_PVR.IT;E24879;CALCIO | ITALIA - COPPA | Torino - Carrarese Calcio 1908 | 1X2 | 1;1,397809;1,38;1,41;0,715419;178;178;1848,55;512194,64;35250,88;0;0;0;0;122;56;178;0;1;1;0,0;490589,44;0,0;0,0;366434,013813;98117,888;0,0;68,539326;0,0;0,567383;0,503087
MARATHON;WWW.MARATHONBET_PVR.IT;E26262;CALCIO | SPAGNA - I DIVISIONE | Atletico Madrid - CF Malaga | 1X2 | 1;1,292128;1,23;1,33;0,774082;94;94;726,4;500992,6;50000,0;0;0;0;3;63;28;94;0;1;1;0,0;275785,42;65909,43;0,0;387809,410682;88111,799;0,0;67,021277;0,0;0,554974;0,492085
MARATHON;WWW.MARATHONBET_PVR.IT;E24794;CALCIO | ITALIA - COPPA | Lazio - Mantova 1911 | 1X2 | 1;1,327059;1,27;1,34;0,753609;136;136;1271,0;457701,64;35250,88;0;0;0;0;91;45;136;0;1;1;0,0;439306,36;0,0;0,0;344928,205908;87861,272;0,0;66,911765;0,0;0,507019;0,449563
MARATHON;WWW.MARATHONBET_PVR.IT;E23360;CALCIO | FRANCIA - I DIVISIONE | Olympique Marsiglia - Strasburgo | 1X2 | 1;1,646053;1,63;1,71;0,607589;38;38;181,25;423429,99;48344,05;0;0;0;0;24;14;38;0;1;1;0,0;260815,58;0,0;0,0;257271,289846;52163,116;0,0;63,157895;0,0;0,469054;0,415901
MARATHON;WWW.MARATHONBET_PVR.IT;E23330;CALCIO | FRANCIA - I DIVISIONE | Le Havre AC - Monaco | 1X2 | 2;1,959333;1,78;2,03;0,511112;30;30;89,0;417275,73;49864,13;0;0;0;0;17;13;30;0;1;1;0,0;347388,29;0,0;0,0;213274,431715;69477,658;0,0;56,666667;0,0;0,462237;0,409856
MARATHON;WWW.MARATHONBET_PVR.IT;E23875;CALCIO | GERMANIA - SUPERCOPPA | Borussia Dortmund - Bayern Monaco | 1X2 | 2;1,615294;1,61;1,64;0,619113;17;17;31,55;416240,18;50000,0;0;0;0;0;17;0;17;0;1;1;0,0;416240,18;0,0;0,0;257699,6935;83248,036;0,0;100,0;0,0;0,46109;0,408839
MARATHON;WWW.MARATHONBET_PVR.IT;E23689;CALCIO | GERMANIA - I DIVISIONE | Bayern Monaco - Stoccarda | U/O | OVER;1,291667;1,06;1,6;0,784777;30;30;95,55;409496,61;47148,0;0;0;0;0;30;0;0;30;0;0;0,0;409496,61;0,0;0,0;321363,337076;81899,322;0,0;100,0;100,0;0,45362;0,402215
SPORTBET;SPORTBET.IT;E29594;CALCIO | ITALIA - I DIVISIONE | Inter - AC Monza | 1X2 | 1;1,220128;1,21;1,23;0,819616;234;234;1639,15;631404,27;49472,77;0;0;0;0;178;56;234;0;1;1;0,0;384947,16;0,0;0,0;517508,966364;76989,432;0,0;76,068376;0,0;0,966271;0,965423
SPORTBET;SPORTBET.IT;E29509;CALCIO | ITALIA - I DIVISIONE | Frosinone Calcio - Juventus | 1X2 | 2;1,462863;1,44;1,49;0,683662;241;241;1574,65;583718,13;49472,77;0;0;0;0;178;63;241;0;1;1;0,0;355855,42;0,0;0,0;399066,174476;71171,084;0,0;73,858921;0,0;0,893294;0,892511
SPORTBET;SPORTBET.IT;E28676;CALCIO | INGHILTERRA - I DIVISIONE | Hull City - Manchester United | 1X2 | 2;1,423412;1,37;1,46;0,702835;85;85;267,0;486466,02;49978,96;0;0;0;0;65;20;85;0;1;1;0,0;437838,57;0,0;0,0;341905,154851;87567,714;0,0;76,470588;0,0;0,744464;0,743811
SPORTBET;SPORTBET.IT;E29549;CALCIO | ITALIA - I DIVISIONE | Genoa - Napoli | 1X2 | 2;1,833571;1,81;1,85;0,545405;154;154;701,85;444754,45;49936,73;0;0;0;0;100;54;154;0;1;1;0,0;259856,0;0,0;0,0;242571,203851;51971,2;0,0;64,935065;0,0;0,680631;0,680034
SPORTBET;SPORTBET.IT;E28580;CALCIO | INGHILTERRA - I DIVISIONE | Arsenal - Coventry City | 1X2 | 1;1,1688;1,16;1,18;0,855594;100;100;428,5;401779,47;47378,3;0;0;0;0;81;19;100;0;1;1;0,0;362612,98;0,0;0,0;343760,011376;72522,596;0,0;81,0;0,0;0,614864;0,614325
SPORTBET;SPORTBET.IT;E30832;CALCIO | SPAGNA - I DIVISIONE | Racing Santander - Villarreal | 1X2 | 2;2,203529;2,03;2,31;0,454238;34;34;154,3;367364,56;50000,0;0;0;0;0;17;17;34;0;1;1;0,0;301533,25;0,0;0,0;166871,103276;60306,65;0,0;50,0;0,0;0,562197;0,561704
SPORTBET;SPORTBET.IT;E30720;CALCIO | SPAGNA - I DIVISIONE | Atletico Madrid - CF Malaga | 1X2 | 1;1,298061;1,23;1,34;0,770541;98;98;457,2;347904,0;49978,96;0;0;0;0;81;17;98;0;1;1;0,0;305025,76;0,0;0,0;268074,305116;61005,152;0,0;82,653061;0,0;0,532416;0,531949
SPORTBET;SPORTBET.IT;E28279;CALCIO | GERMANIA - I DIVISIONE | Borussia Dortmund - Amburgo | 1X2 | 1;1,329808;1,31;1,35;0,752009;52;52;188,65;338586,29;49978,96;0;0;0;0;42;10;52;0;1;1;0,0;298695,47;0,0;0,0;254619,889606;59739,094;0,0;80,769231;0,0;0,518156;0,517702
SPORTBET;SPORTBET.IT;E30861;CALCIO | SPAGNA - I DIVISIONE | Real Madrid - Real Sociedad | 1X2 | 1;1,425593;1,38;1,45;0,70163;59;59;257,2;315840,29;49978,96;0;0;0;0;48;11;59;0;1;1;0,0;279756,64;0,0;0,0;221602,87509;55951,328;0,0;81,355932;0,0;0,483347;0,482923
SPORTBET;SPORTBET.IT;E30033;CALCIO | NORVEGIA - I DIVISIONE | Aalesunds - Valerenga IF | TOTALE CORNER (5 ESITI) | 15+;5,3;5,3;5,3;0,188679;42;42;495,6;314763,95;18135,88;0;0;0;0;42;0;0;42;0;0;0,0;314763,95;0,0;0,0;59389,424528;62952,79;0,0;100,0;100,0;0,4817;0,481277
SPORTBET;SPORTBET.IT;E30051;CALCIO | NORVEGIA - I DIVISIONE | Brann - Ham-Kam | TOTALE CORNER (5 ESITI) | 15+;5,3;5,3;5,3;0,188679;39;39;478,45;309948,24;18135,88;0;0;0;0;39;0;0;39;0;0;0,0;309948,24;0,0;0,0;58480,8;61989,648;0,0;100,0;100,0;0,47433;0,473914
SPORTBET;SPORTBET.IT;E30099;CALCIO | NORVEGIA - I DIVISIONE | Rosenborg - Viking FK | TOTALE CORNER (5 ESITI) | 15+;5,14359;5,1;5,2;0,194435;39;39;483,15;308679,1;18135,88;0;0;0;0;39;0;0;39;0;0;0,0;308679,1;0,0;0,0;60017,951628;61735,82;0,0;100,0;100,0;0,472388;0,471973
SPORTBET;SPORTBET.IT;E29328;CALCIO | ITALIA - COPPA | Torino - Carrarese Calcio 1908 | 1X2 | 1;1,39268;1,37;1,4;0,71808;194;194;2224,05;306034,5;40110,71;0;0;0;0;134;60;194;0;1;1;0,0;264315,21;0,0;0,0;219757,303682;52863,042;0,0;69,072165;0,0;0,46834;0,46793
SPORTBET;SPORTBET.IT;E30744;CALCIO | SPAGNA - I DIVISIONE | Barcellona - Athletic Bilbao | 1X2 | 1;1,409808;1,35;1,44;0,709414;52;52;244,1;301731,95;49978,96;0;0;0;0;41;11;52;0;1;1;0,0;265648,3;0,0;0,0;214052,965834;53129,66;0,0;78,846154;0,0;0,461756;0,461351
SPORTBET;SPORTBET.IT;E28065;CALCIO | FINLANDIA - I DIVISIONE | IFK Mariehamn - Seinajoen | TOTALE CORNER (5 ESITI) | 15+;5,202564;5,2;5,3;0,192215;39;39;487,5;301275,64;18135,88;0;0;0;0;39;0;0;39;0;0;0,0;301275,64;0,0;0,0;57909,593264;60255,128;0,0;100,0;100,0;0,461058;0,460653
SPORTBET;SPORTBET.IT;E30111;CALCIO | NORVEGIA - I DIVISIONE | Sarpsborg 08 - Sandefjord | TOTALE CORNER (5 ESITI) | 15+;7,1;7,1;7,1;0,140845;34;34;443,45;292923,86;18135,88;0;0;0;0;34;0;0;34;0;0;0,0;292923,86;0,0;0,0;41256,88169;58584,772;0,0;100,0;100,0;0,448277;0,447883
SPORTBET;SPORTBET.IT;E29822;CALCIO | ITALIA - I DIVISIONE | Venezia - Lecce | 1X2 | X;3,197561;3,15;3,2;0,312742;41;41;98,55;277953,61;47378,3;0;0;0;0;15;26;41;0;1;1;0,0;80784,5;0,0;0,0;86927,758644;16156,9;0,0;36,585366;0,0;0,425367;0,424994
SPORTBET;SPORTBET.IT;E30246;CALCIO | OLANDA - I DIVISIONE | Excelsior Rotterdam - PSV Eindhoven | 1X2 | 2;1,54661;1,54;1,58;0,646611;59;59;290,85;275466,57;49472,77;0;0;0;0;44;15;59;0;1;1;0,0;265156,71;0,0;0,0;178119,748541;53031,342;0,0;74,576271;0,0;0,421561;0,421191
SPORTBET;SPORTBET.IT;E27851;CALCIO | DANIMARCA - I DIVISIONE | Viborg - Aarhus | TOTALE CORNER (5 ESITI) | 15+;10,3;10,3;10,3;0,097087;28;28;396,8;274564,0;18135,88;0;0;0;0;28;0;0;28;0;0;0,0;274564,0;0,0;0,0;26656,699029;54912,8;0,0;100,0;100,0;0,42018;0,419811
SPORTBET;SPORTBET.IT;E28717;CALCIO | INGHILTERRA - I DIVISIONE | Manchester City - Bournemouth | 1X2 | 1;1,448095;1,42;1,47;0,690608;84;84;410,95;271101,72;49978,96;0;0;0;0;55;29;84;0;1;1;0,0;219483,02;0,0;0,0;187225,10079;43896,604;0,0;65,47619;0,0;0,414881;0,414517
STANLEYBET;WWW.STANLEYBET.IT;E34898;CALCIO | ITALIA - I DIVISIONE | Serie A 2026/27 | T/T | 1;1,696395;1,55;2,2;0,592327;86;86;584,0;751762,5;40552,01;0;0;0;0;86;0;0;86;0;0;0,0;751762,5;0,0;0,0;445288,907043;150352,5;0,0;100,0;100,0;0,936617;0,936617
STANLEYBET;WWW.STANLEYBET.IT;E34761;CALCIO | ITALIA - I DIVISIONE | Frosinone - Juventus | 1X2 | 2;1,453707;1,43;1,48;0,688066;205;205;1094,15;612225,44;46344,61;0;0;0;0;92;113;205;0;1;1;0,0;399780,72;0,0;0,0;421251,443111;79956,144;0,0;44,878049;0,0;0,762769;0,762769
STANLEYBET;WWW.STANLEYBET.IT;E33635;CALCIO | INGHILTERRA - I DIVISIONE | Premier League 26/27 | T/T | 1;1,732836;1,5;2,25;0,588172;67;67;115,0;604067,63;40552,01;0;0;0;0;67;0;0;67;0;0;0,0;604067,63;0,0;0,0;355295,857131;120813,526;0,0;100,0;100,0;0,752605;0,752605
STANLEYBET;WWW.STANLEYBET.IT;E34785;CALCIO | ITALIA - I DIVISIONE | Genoa - Napoli | 1X2 | 2;1,82483;1,57;1,85;0,548516;147;147;648,75;589784,73;49525,07;0;0;0;0;67;80;147;0;1;1;0,0;303473,11;0,0;0,0;323506,541576;60694,622;0,0;45,578231;0,0;0,73481;0,73481
STANLEYBET;WWW.STANLEYBET.IT;E36145;CALCIO | SPAGNA - I DIVISIONE | Liga 2026/2027 | T/T | 1;1,665323;1,5;1,9;0,602456;62;62;524,0;573251,14;40552,01;0;0;0;0;62;0;0;62;0;0;0,0;573251,14;0,0;0,0;345358,453284;114650,228;0,0;100,0;100,0;0,714211;0,714211
STANLEYBET;WWW.STANLEYBET.IT;E35988;CALCIO | SCOZIA - I DIVISIONE | Premiership 2026/27 | VINCENTE | Celtic;1,669286;1,4;1,8;0,603283;70;70;359,8;571698,48;40552,01;0;0;0;0;70;0;0;70;0;0;0,0;571698,48;0,0;0,0;344895,798248;114339,696;0,0;100,0;100,0;0,712276;0,712276
STANLEYBET;WWW.STANLEYBET.IT;E33592;CALCIO | INGHILTERRA - I DIVISIONE | Manchester City - Bournemouth | 1X2 | 1;1,453232;1,43;1,48;0,688181;99;99;664,65;556530,08;49958,31;0;0;0;0;47;52;99;0;1;1;0,0;374938,82;0,0;0,0;382993,360456;74987,764;0,0;47,474747;0,0;0,693378;0,693378
STANLEYBET;WWW.STANLEYBET.IT;E32903;CALCIO | FRANCIA - I DIVISIONE | Paris Saint-Germain - Stade Rennes FC | 1X2 | 1;1,397073;1,38;1,42;0,715808;82;82;472,05;535043,31;49958,31;0;0;0;0;39;43;82;0;1;1;0,0;385067,08;0,0;0,0;382988,147122;77013,416;0,0;47,560976;0,0;0,666608;0,666608
STANLEYBET;WWW.STANLEYBET.IT;E34899;CALCIO | ITALIA - I DIVISIONE | Serie A 2026/27 | T/T | 2;1,763333;1,5;2,05;0,575482;54;54;112,0;503265,68;40552,01;0;0;0;0;54;0;0;54;0;0;0,0;503265,68;0,0;0,0;289620,411564;100653,136;0,0;100,0;100,0;0,627016;0,627016
STANLEYBET;WWW.STANLEYBET.IT;E34812;CALCIO | ITALIA - I DIVISIONE | Inter - Monza | 1X2 | 1;1,205302;1,18;1,23;0,829719;215;215;1478,75;471830,35;49958,31;0;0;0;0;75;140;215;0;1;1;0,0;239694,79;0,0;0,0;391486,569826;47938,958;0,0;34,883721;0,0;0,587851;0,587851
STANLEYBET;WWW.STANLEYBET.IT;E36146;CALCIO | SPAGNA - I DIVISIONE | Liga 2026/2027 | T/T | 2;1,673077;1,5;1,9;0,601759;52;52;90,0;465963,87;22059,28;0;0;0;0;52;0;0;52;0;0;0,0;465963,87;0,0;0,0;280397,806102;93192,774;0,0;100,0;100,0;0,580542;0,580542
STANLEYBET;WWW.STANLEYBET.IT;E33636;CALCIO | INGHILTERRA - I DIVISIONE | Premier League 26/27 | T/T | 2;1,908;1,6;2,2;0,533006;50;50;91,0;455546,49;40552,01;0;0;0;0;50;0;0;50;0;0;0,0;455546,49;0,0;0,0;242808,856145;91109,298;0,0;100,0;100,0;0,567563;0,567563
STANLEYBET;WWW.STANLEYBET.IT;E33572;CALCIO | INGHILTERRA - I DIVISIONE | Hull - Manchester United | 1X2 | 2;1,427286;1,37;1,48;0,700873;70;70;419,45;455182,89;49958,31;0;0;0;0;34;36;70;0;1;1;0,0;294839,85;0,0;0,0;319025,303078;58967,97;0,0;48,571429;0,0;0,56711;0,56711
STANLEYBET;WWW.STANLEYBET.IT;E36086;CALCIO | SPAGNA - I DIVISIONE | Atletico Madrid - CF Malaga | 1X2 | 1;1,295481;1,27;1,33;0,771983;104;104;432,25;454443,22;49958,31;0;0;0;1;43;60;104;0;1;1;0,0;270985,87;18,63;0,0;350822,554212;54206,489;0,0;41,346154;0,0;0,566189;0,566189
STANLEYBET;WWW.STANLEYBET.IT;E36147;CALCIO | SPAGNA - I DIVISIONE | Liga 2026/2027 | VINCENTE | Barcellona;1,727778;1,7;1,8;0,579158;54;54;339,55;453614,87;50000,0;0;0;0;0;54;0;0;54;0;0;0,0;453614,87;0,0;0,0;262714,494426;90722,974;0,0;100,0;100,0;0,565156;0,565156
STANLEYBET;WWW.STANLEYBET.IT;E35447;CALCIO | OLANDA - I DIVISIONE | Eredivisie 2026/27 | VINCENTE | PSV;1,663659;1,65;1,73;0,601276;41;41;91,85;435052,62;50000,0;0;0;0;0;41;0;0;41;0;0;0,0;435052,62;0,0;0,0;261586,565238;87010,524;0,0;100,0;100,0;0,54203;0,54203
STANLEYBET;WWW.STANLEYBET.IT;E34947;CALCIO | ITALIA - I DIVISIONE | Udinese - Como | 1X2 | 2;1,831613;1,82;2,0;0,546115;93;93;307,65;431931,18;46344,61;0;0;0;0;42;51;93;0;1;1;0,0;290391,97;0,0;0,0;235884,015484;58078,394;0,0;45,16129;0,0;0,538141;0,538141
STANLEYBET;WWW.STANLEYBET.IT;E34969;CALCIO | ITALIA - I DIVISIONE | Venezia - Lecce | 1X2 | 1;2,322391;2,3;2,4;0,430621;46;46;101,15;403629,62;49939,25;0;0;0;0;27;19;46;0;1;1;0,0;280153,47;0,0;0,0;173811,534793;56030,694;0,0;58,695652;0,0;0,50288;0,50288
STANLEYBET;WWW.STANLEYBET.IT;E32880;CALCIO | FRANCIA - I DIVISIONE | Ligue 1 2026/2027 | VINCENTE | PSG;1,144035;1,13;1,15;0,874155;57;57;486,4;393121,25;22192,9;0;0;0;0;57;0;0;57;0;0;0,0;393121,25;0,0;0,0;343649,054461;78624,25;0,0;100,0;100,0;0,489788;0,489788
STANLEYBET;WWW.STANLEYBET.IT;E34919;CALCIO | ITALIA - I DIVISIONE | Torino - Milan | 1X2 | 2;1,781412;1,77;2,0;0,561634;85;85;291,65;384192,11;49525,07;0;0;0;0;36;49;85;0;1;1;0,0;156270,03;0,0;0,0;215775,31798;31254,006;0,0;42,352941;0,0;0,478663;0,478663
STARCASINO;WWW.BETSSON.IT;E41194;CALCIO | ITALIA - I DIVISIONE | Frosinone - Juventus | 1X2 | 2;1,507885;1,49;1,54;0,663237;260;260;4950,2;1224556,43;49377,43;0;0;0;0;157;103;260;0;1;1;0,0;986838,6;0,0;0,0;812170,569445;197367,72;0,0;60,384615;0,0;1,773216;1,633006
STARCASINO;WWW.BETSSON.IT;E41308;CALCIO | ITALIA - I DIVISIONE | Inter - Monza | 1X2 | 1;1,258173;1,21;1,27;0,794857;208;208;3841,55;790547,01;49377,43;0;0;0;0;113;95;208;0;1;1;0,0;615541,2;0,0;0,0;628371,928492;123108,24;0,0;54,326923;0,0;1,144749;1,054233
STARCASINO;WWW.BETSSON.IT;E40954;CALCIO | ITALIA - COPPA | Torino - Carrarese | 1X2 | 1;1,383423;1,36;1,39;0,722883;222;222;1833,45;640233,21;49892,74;0;0;0;0;133;89;222;0;1;1;0,0;400952,94;0,0;0,0;462813,399626;80190,588;0,0;59,90991;0,0;0,927088;0,853782
STARCASINO;WWW.BETSSON.IT;E41120;CALCIO | ITALIA - I DIVISIONE | Atalanta - Sassuolo | 1X2 | 1;1,567898;1,55;1,58;0,637807;157;157;717,3;510099,21;49377,43;0;0;0;0;74;83;157;0;1;1;0,0;368841,89;0,0;0,0;325344,917834;73768,378;0,0;47,133758;0,0;0,738648;0,680242
STARCASINO;WWW.BETSSON.IT;E40998;CALCIO | ITALIA - COPPA | Udinese - Padova | 1X2 | 1;1,36085;1,33;1,48;0,735085;200;200;2027,1;503429,19;48511,64;0;0;0;0;120;80;200;0;1;1;0,0;333069,38;0,0;0,0;370063,104644;66613,876;0,0;60,0;0,0;0,728989;0,671347
STARCASINO;WWW.BETSSON.IT;E42292;CALCIO | PORTOGALLO - I DIVISIONE | Rio Ave - FC Porto | 1X2 | 2;1,414268;1,37;1,42;0,707124;82;82;3856,95;500536,01;49892,74;0;0;0;0;47;35;82;0;1;1;0,0;260054,97;0,0;0,0;353941,177424;52010,994;0,0;57,317073;0,0;0,7248;0,667489
STARCASINO;WWW.BETSSON.IT;E41520;CALCIO | ITALIA - I DIVISIONE | Udinese - Como | 1X2 | 2;1,881624;1,77;1,89;0,531499;117;117;568,15;437154,58;49377,43;0;0;0;0;51;66;117;0;1;1;0,0;315731,98;0,0;0,0;232347,022838;63146,396;0,0;43,589744;0,0;0,63302;0,582967
STARCASINO;WWW.BETSSON.IT;E42635;CALCIO | SPAGNA - I DIVISIONE | Atletico Madrid - CF Malaga | 1X2 | 1;1,315362;1,25;1,36;0,760375;69;69;892,2;437081,83;46400,52;0;0;0;0;47;22;69;0;1;1;0,0;352418,24;0,0;0,0;332346,018061;70483,648;0,0;68,115942;0,0;0,632915;0,58287
STARCASINO;WWW.BETSSON.IT;E39475;CALCIO | INGHILTERRA - I DIVISIONE | Arsenal - Coventry City | 1X2 | 1;1,191091;1,18;1,2;0,839579;55;55;315,4;387190,82;49377,43;0;0;0;0;41;14;55;0;1;1;0,0;380288,89;0,0;0,0;325077,152374;76057,778;0,0;74,545455;0,0;0,560671;0,516338
